NAME,B19013_001E,B19301_001E,B17001_002E,state,county
"Carroll County, New Hampshire",77049,48199,3998,33,003
"Cheshire County, New Hampshire",76551,40196,6538,33,005
"Coos County, New Hampshire",55247,32570,3419,33,007
"Grafton County, New Hampshire",79949,47080,8361,33,009
"Hillsborough County, New Hampshire",95112,49675,28465,33,011
"Merrimack County, New Hampshire",88806,44391,10722,33,013
"Rockingham County, New Hampshire",110225,56321,15149,33,015
"Strafford County, New Hampshire",83212,43338,11112,33,017
"Sullivan County, New Hampshire",70788,39087,4990,33,019
"Atlantic County, New Jersey",73113,39699,34989,34,001
"Bergen County, New Jersey",118714,60222,63825,34,003
"Burlington County, New Jersey",102615,51549,29718,34,005
"Camden County, New Jersey",82005,42398,64050,34,007
"Cape May County, New Jersey",83870,51344,8443,34,009
"Cumberland County, New Jersey",62310,32551,22292,34,011
"Essex County, New Jersey",73785,45946,125228,34,013
"Gloucester County, New Jersey",99668,45933,22231,34,015
"Hudson County, New Jersey",86854,51277,99546,34,017
"Hunterdon County, New Jersey",133534,68112,4685,34,019
"Mercer County, New Jersey",92697,50053,41079,34,021
"Middlesex County, New Jersey",105206,47196,69626,34,023
"Monmouth County, New Jersey",118527,62998,40595,34,025
"Morris County, New Jersey",130808,67555,24800,34,027
"Ocean County, New Jersey",82379,42497,66258,34,029
"Passaic County, New Jersey",84465,38932,68995,34,031
"Salem County, New Jersey",73378,37904,8271,34,033
"Somerset County, New Jersey",131948,67554,18097,34,035
"Sussex County, New Jersey",111094,54124,7948,34,037
"Union County, New Jersey",95000,49666,50130,34,039
"Warren County, New Jersey",92620,45517,8373,34,041
"Bernalillo County, New Mexico",62220,36996,109353,35,001
"Catron County, New Mexico",44777,26678,756,35,003
"Chaves County, New Mexico",49673,26568,13522,35,005
"Cibola County, New Mexico",49866,22394,7063,35,006
"Colfax County, New Mexico",46286,28275,2130,35,007
"Curry County, New Mexico",55427,28045,9113,35,009
"De Baca County, New Mexico",34702,27710,273,35,011
"Doña Ana County, New Mexico",51232,26900,48732,35,013
"Eddy County, New Mexico",77458,36274,7132,35,015
"Grant County, New Mexico",44895,29123,5538,35,017
"Guadalupe County, New Mexico",38713,27526,801,35,019
"Harding County, New Mexico",39489,68690,96,35,021
"Hidalgo County, New Mexico",53651,25476,939,35,023
"Lea County, New Mexico",65855,29635,12557,35,025
"Lincoln County, New Mexico",47919,31332,3140,35,027
"Los Alamos County, New Mexico",135801,71527,710,35,028
"Luna County, New Mexico",38241,20799,5816,35,029
"McKinley County, New Mexico",44029,19188,23950,35,031
"Mora County, New Mexico",40231,28356,911,35,033
"Otero County, New Mexico",50833,26319,12457,35,035
"Quay County, New Mexico",38998,25348,2094,35,037
"Rio Arriba County, New Mexico",52031,27878,8722,35,039
"Roosevelt County, New Mexico",52644,24954,3697,35,041
"Sandoval County, New Mexico",76424,36603,14965,35,043
"San Juan County, New Mexico",50734,25008,29458,35,045
"San Miguel County, New Mexico",43490,26314,6092,35,047
"Santa Fe County, New Mexico",70522,45402,18751,35,049
"Sierra County, New Mexico",35256,26396,2834,35,051
"Socorro County, New Mexico",40699,21792,4812,35,053
"Taos County, New Mexico",55145,36361,5087,35,055
"Torrance County, New Mexico",50727,24657,3219,35,057
"Union County, New Mexico",41714,20779,639,35,059
"Valencia County, New Mexico",56246,28817,13292,35,061
"Albany County, New York",78829,44101,37608,36,001
"Allegany County, New York",58725,28506,7236,36,003
"Bronx County, New York",47036,25845,379925,36,005
"Broome County, New York",58317,33674,35991,36,007
"Cattaraugus County, New York",56889,30286,13016,36,009
"Cayuga County, New York",63227,35579,9744,36,011
"Chautauqua County, New York",54625,30718,21513,36,013
"Chemung County, New York",61358,34304,12118,36,015
"Chenango County, New York",61741,32708,5747,36,017
"Clinton County, New York",67097,34834,9586,36,019
"Columbia County, New York",81741,49093,6157,36,021
"Cortland County, New York",65029,31594,5575,36,023
"Delaware County, New York",58338,33332,6295,36,025
"Dutchess County, New York",94578,49379,24165,36,027
"Erie County, New York",68014,39703,127623,36,029
"Essex County, New York",68090,39049,3670,36,031
"Franklin County, New York",60270,30411,7719,36,033
"Fulton County, New York",60557,33282,7280,36,035
"Genesee County, New York",68178,35053,5974,36,037
"Greene County, New York",70294,38587,4713,36,039
"Hamilton County, New York",66891,37326,541,36,041
"Herkimer County, New York",68104,34394,7140,36,043
"Jefferson County, New York",62782,32775,14310,36,045
"Kings County, New York",74692,43165,503524,36,047
"Lewis County, New York",64401,31127,3459,36,049
"Livingston County, New York",70443,35673,6667,36,051
"Madison County, New York",68869,37666,5961,36,053
"Monroe County, New York",71450,40937,98468,36,055
"Montgomery County, New York",58033,29961,7383,36,057
"Nassau County, New York",137709,60456,73765,36,059
"New York County, New York",99880,89702,252677,36,061
"Niagara County, New York",65882,36556,27046,36,063
"Oneida County, New York",66402,35284,31854,36,065
"Onondaga County, New York",71479,39371,63066,36,067
"Ontario County, New York",76603,43046,9803,36,069
"Orange County, New York",91806,40410,51059,36,071
"Orleans County, New York",61069,33054,4801,36,073
"Oswego County, New York",65054,33904,19320,36,075
"Otsego County, New York",65778,34573,7090,36,077
"Putnam County, New York",120970,53105,6129,36,079
"Queens County, New York",82431,39201,272926,36,081
"Rensselaer County, New York",83734,42728,17789,36,083
"Richmond County, New York",96185,43199,50556,36,085
"Rockland County, New York",106173,44212,50181,36,087
"St. Lawrence County, New York",58339,29827,16674,36,089
"Saratoga County, New York",97038,51931,15248,36,091
"Schenectady County, New York",75056,39791,18013,36,093
"Schoharie County, New York",71479,37280,2904,36,095
"Schuyler County, New York",61316,35062,2781,36,097
"Seneca County, New York",64050,34212,4144,36,099
"Steuben County, New York",62506,35282,12388,36,101
"Suffolk County, New York",122498,54127,97307,36,103
"Sullivan County, New York",67841,37854,11211,36,105
"Tioga County, New York",70427,37691,4848,36,107
"Tompkins County, New York",69995,40781,14232,36,109
"Ulster County, New York",77197,43168,25740,36,111
"Warren County, New York",74531,44183,5607,36,113
"Washington County, New York",68703,34233,6641,36,115
"Wayne County, New York",71007,36834,9958,36,117
"Westchester County, New York",114651,67776,83412,36,119
"Wyoming County, New York",65066,35228,4037,36,121
"Yates County, New York",63974,32291,3347,36,123
"Alamance County, North Carolina",60866,32105,23763,37,001
"Alexander County, North Carolina",62764,30510,4295,37,003
"Alleghany County, North Carolina",42115,32330,2127,37,005
"Anson County, North Carolina",42000,22854,3913,37,007
"Ashe County, North Carolina",49176,29683,3734,37,009
"Avery County, North Carolina",53513,30578,1653,37,011
"Beaufort County, North Carolina",56081,32936,7524,37,013
"Bertie County, North Carolina",41652,27311,3500,37,015
"Bladen County, North Carolina",40476,26544,7188,37,017
"Brunswick County, North Carolina",71193,42263,12578,37,019
"Buncombe County, North Carolina",66531,39495,29543,37,021
"Burke County, North Carolina",53732,30633,14453,37,023
"Cabarrus County, North Carolina",83828,38690,18865,37,025
"Caldwell County, North Carolina",52362,29125,10551,37,027
"Camden County, North Carolina",79120,34117,619,37,029
"Carteret County, North Carolina",66965,39817,6489,37,031
"Caswell County, North Carolina",56999,27503,3288,37,033
"Catawba County, North Carolina",62070,34369,20605,37,035
"Chatham County, North Carolina",84222,53291,7877,37,037
"Cherokee County, North Carolina",49254,28752,4770,37,039
"Chowan County, North Carolina",51188,32479,2837,37,041
"Clay County, North Carolina",57065,34382,1493,37,043
"Cleveland County, North Carolina",50723,27522,17926,37,045
"Columbus County, North Carolina",43206,24236,10149,37,047
"Craven County, North Carolina",61676,33963,13507,37,049
"Cumberland County, North Carolina",55551,29681,55872,37,051
"Currituck County, North Carolina",82793,40352,2409,37,053
"Dare County, North Carolina",79742,45669,2398,37,055
"Davidson County, North Carolina",58473,31024,23343,37,057
"Davie County, North Carolina",69105,36570,4958,37,059
"Duplin County, North Carolina",49376,25428,9024,37,061
"Durham County, North Carolina",74927,43945,38202,37,063
"Edgecombe County, North Carolina",46370,25813,10652,37,065
"Forsyth County, North Carolina",61229,35600,56760,37,067
"Franklin County, North Carolina",70493,33313,6614,37,069
"Gaston County, North Carolina",62628,33806,27965,37,071
"Gates County, North Carolina",55750,28091,1482,37,073
"Graham County, North Carolina",46010,25835,894,37,075
"Granville County, North Carolina",68079,31604,8245,37,077
"Greene County, North Carolina",50320,21972,4016,37,079
"Guilford County, North Carolina",62880,36563,78085,37,081
"Halifax County, North Carolina",41629,25504,11347,37,083
"Harnett County, North Carolina",64992,29678,18893,37,085
"Haywood County, North Carolina",56596,34609,7440,37,087
"Henderson County, North Carolina",65508,37457,13087,37,089
"Hertford County, North Carolina",46196,25313,3959,37,091
"Hoke County, North Carolina",57141,27991,8840,37,093
"Hyde County, North Carolina",43724,19258,1209,37,095
"Iredell County, North Carolina",73103,40959,17505,37,097
"Jackson County, North Carolina",51482,31384,7476,37,099
"Johnston County, North Carolina",75288,35078,23185,37,101
"Jones County, North Carolina",53053,28373,1622,37,103
"Lee County, North Carolina",60941,30083,9934,37,105
"Lenoir County, North Carolina",43063,26697,12093,37,107
"Lincoln County, North Carolina",75672,40574,8062,37,109
"McDowell County, North Carolina",53532,29047,6463,37,111
"Macon County, North Carolina",51042,32623,5661,37,113
"Madison County, North Carolina",56664,33821,2566,37,115
"Martin County, North Carolina",44799,25769,4425,37,117
"Mecklenburg County, North Carolina",79265,48625,115796,37,119
"Mitchell County, North Carolina",55534,31696,1959,37,121
"Montgomery County, North Carolina",55523,29346,4035,37,123
"Moore County, North Carolina",77981,42094,9380,37,125
"Nash County, North Carolina",56770,31987,13523,37,127
"New Hanover County, North Carolina",67515,43378,28197,37,129
"Northampton County, North Carolina",45698,29047,3132,37,131
"Onslow County, North Carolina",59976,29214,23314,37,133
"Orange County, North Carolina",85785,50449,16503,37,135
"Pamlico County, North Carolina",55867,32677,1588,37,137
"Pasquotank County, North Carolina",61411,31762,4370,37,139
"Pender County, North Carolina",74538,36352,7050,37,141
"Perquimans County, North Carolina",59401,31919,1724,37,143
"Person County, North Carolina",60688,33456,6665,37,145
"Pitt County, North Carolina",54915,32224,32978,37,147
"Polk County, North Carolina",60465,35916,2116,37,149
"Randolph County, North Carolina",56423,29131,21016,37,151
"Richmond County, North Carolina",42354,24416,9631,37,153
"Robeson County, North Carolina",39393,21998,30923,37,155
"Rockingham County, North Carolina",50737,29239,16806,37,157
"Rowan County, North Carolina",59717,31108,23443,37,159
"Rutherford County, North Carolina",50512,28873,11655,37,161
"Sampson County, North Carolina",49963,25969,12959,37,163
"Scotland County, North Carolina",41948,24464,8360,37,165
"Stanly County, North Carolina",60634,30857,8369,37,167
"Stokes County, North Carolina",57539,32601,5281,37,169
"Surry County, North Carolina",52743,30274,12615,37,171
"Swain County, North Carolina",52818,28624,2747,37,173
"Transylvania County, North Carolina",62056,36660,4305,37,175
"Tyrrell County, North Carolina",55341,22403,430,37,177
"Union County, North Carolina",95533,43957,16125,37,179
"Vance County, North Carolina",48340,26771,7862,37,181
"Wake County, North Carolina",96734,50188,90909,37,183
"Warren County, North Carolina",42282,29771,3819,37,185
"Washington County, North Carolina",38927,26209,2354,37,187
"Watauga County, North Carolina",50034,30807,12190,37,189
"Wayne County, North Carolina",54323,30540,20581,37,191
"Wilkes County, North Carolina",49119,27592,11148,37,193
"Wilson County, North Carolina",49827,28715,15714,37,195
"Yadkin County, North Carolina",57486,32680,5102,37,197
"Yancey County, North Carolina",53103,31037,2811,37,199
"Adams County, North Dakota",57950,35830,284,38,001
"Barnes County, North Dakota",64447,38626,1329,38,003
"Benson County, North Dakota",63220,24490,1614,38,005
"Billings County, North Dakota",74000,36923,92,38,007
"Bottineau County, North Dakota",80113,45506,499,38,009
"Bowman County, North Dakota",79709,38585,310,38,011
"Burke County, North Dakota",94583,50714,142,38,013
"Burleigh County, North Dakota",82141,43615,7526,38,015
"Cass County, North Dakota",73249,43474,19590,38,017
"Cavalier County, North Dakota",61174,44346,358,38,019
"Dickey County, North Dakota",60250,35649,433,38,021
"Divide County, North Dakota",95938,43850,140,38,023
"Dunn County, North Dakota",91758,50132,270,38,025
"Eddy County, North Dakota",50375,34852,275,38,027
"Emmons County, North Dakota",63750,38027,217,38,029
"Foster County, North Dakota",78426,41796,274,38,031
"Golden Valley County, North Dakota",84750,35953,215,38,033
"Grand Forks County, North Dakota",64698,37159,9708,38,035
"Grant County, North Dakota",57069,37252,349,38,037
"Griggs County, North Dakota",66688,43383,144,38,039
"Hettinger County, North Dakota",66797,40931,236,38,041
"Kidder County, North Dakota",57240,32974,297,38,043
"LaMoure County, North Dakota",70227,37453,488,38,045
"Logan County, North Dakota",59750,33240,145,38,047
"McHenry County, North Dakota",78071,39973,540,38,049
"McIntosh County, North Dakota",64375,37236,329,38,051
"McKenzie County, North Dakota",83813,44409,1856,38,053
"McLean County, North Dakota",80556,40448,661,38,055
"Mercer County, North Dakota",82155,39783,785,38,057
"Morton County, North Dakota",79555,42603,2647,38,059
"Mountrail County, North Dakota",81886,39603,1182,38,061
"Nelson County, North Dakota",62219,37130,316,38,063
"Oliver County, North Dakota",69722,36532,211,38,065
"Pembina County, North Dakota",64243,39230,609,38,067
"Pierce County, North Dakota",59583,35931,429,38,069
"Ramsey County, North Dakota",61490,35624,1761,38,071
"Ransom County, North Dakota",71462,36706,542,38,073
"Renville County, North Dakota",77067,37370,142,38,075
"Richland County, North Dakota",67089,38265,1705,38,077
"Rolette County, North Dakota",53806,23160,2969,38,079
"Sargent County, North Dakota",75648,42970,234,38,081
"Sheridan County, North Dakota",68684,40365,92,38,083
"Sioux County, North Dakota",41201,17185,1521,38,085
"Slope County, North Dakota",70625,40987,39,38,087
"Stark County, North Dakota",78734,40025,3255,38,089
"Steele County, North Dakota",85750,40435,231,38,091
"Stutsman County, North Dakota",59167,37288,2625,38,093
"Towner County, North Dakota",61250,37116,288,38,095
"Traill County, North Dakota",81157,40942,495,38,097
"Walsh County, North Dakota",68082,37344,1000,38,099
"Ward County, North Dakota",78143,40896,6127,38,101
"Wells County, North Dakota",59732,41957,419,38,103
"Williams County, North Dakota",86139,44076,2865,38,105
"Adams County, Ohio",46234,25428,5313,39,001
"Allen County, Ohio",58976,31523,12081,39,003
"Ashland County, Ohio",62254,30303,5950,39,005
"Ashtabula County, Ohio",53663,29586,17024,39,007
"Athens County, Ohio",48750,27366,13049,39,009
"Auglaize County, Ohio",75231,36849,3005,39,011
"Belmont County, Ohio",56943,30563,8800,39,013
"Brown County, Ohio",66677,31823,6829,39,015
"Butler County, Ohio",77062,37650,44672,39,017
"Carroll County, Ohio",59872,33798,3206,39,019
"Champaign County, Ohio",70486,33377,3512,39,021
"Clark County, Ohio",58954,31099,20647,39,023
"Clermont County, Ohio",79573,41566,17309,39,025
"Clinton County, Ohio",64210,32533,5905,39,027
"Columbiana County, Ohio",55473,30553,12948,39,029
"Coshocton County, Ohio",52048,27280,6804,39,031
"Crawford County, Ohio",52486,29566,5759,39,033
"Cuyahoga County, Ohio",60074,39807,203273,39,035
"Darke County, Ohio",60237,32732,5641,39,037
"Defiance County, Ohio",69302,33533,3950,39,039
"Delaware County, Ohio",123995,56963,9668,39,041
"Erie County, Ohio",65171,38158,8501,39,043
"Fairfield County, Ohio",82969,38783,13579,39,045
"Fayette County, Ohio",56773,30666,4499,39,047
"Franklin County, Ohio",71070,41148,187488,39,049
"Fulton County, Ohio",71453,35230,3577,39,051
"Gallia County, Ohio",55533,28943,4916,39,053
"Geauga County, Ohio",97162,48582,5518,39,055
"Greene County, Ohio",81243,42862,16929,39,057
"Guernsey County, Ohio",53901,29642,6448,39,059
"Hamilton County, Ohio",68249,42555,120457,39,061
"Hancock County, Ohio",67006,37479,7708,39,063
"Hardin County, Ohio",55876,27566,5134,39,065
"Harrison County, Ohio",54056,30163,2194,39,067
"Henry County, Ohio",71616,36504,2581,39,069
"Highland County, Ohio",60522,27971,6342,39,071
"Hocking County, Ohio",59007,29490,4598,39,073
"Holmes County, Ohio",72987,29238,3888,39,075
"Huron County, Ohio",64144,30792,6351,39,077
"Jackson County, Ohio",56549,28570,5555,39,079
"Jefferson County, Ohio",53124,30501,11465,39,081
"Knox County, Ohio",71246,32543,7645,39,083
"Lake County, Ohio",76835,41195,17476,39,085
"Lawrence County, Ohio",51846,29226,10232,39,087
"Licking County, Ohio",78505,39760,17152,39,089
"Logan County, Ohio",69125,36215,4981,39,091
"Lorain County, Ohio",67272,37171,41092,39,093
"Lucas County, Ohio",57265,34399,75081,39,095
"Madison County, Ohio",77062,33512,4009,39,097
"Mahoning County, Ohio",54279,32591,39017,39,099
"Marion County, Ohio",55106,29257,9641,39,101
"Medina County, Ohio",89968,45038,10758,39,103
"Meigs County, Ohio",46255,26103,4287,39,105
"Mercer County, Ohio",73278,33892,2637,39,107
"Miami County, Ohio",71440,37701,9102,39,109
"Monroe County, Ohio",55381,33127,1841,39,111
"Montgomery County, Ohio",61942,35767,78373,39,113
"Morgan County, Ohio",51056,25973,2264,39,115
"Morrow County, Ohio",70412,32987,3659,39,117
"Muskingum County, Ohio",56810,31436,13133,39,119
"Noble County, Ohio",51547,28676,2001,39,121
"Ottawa County, Ohio",69515,44479,3481,39,123
"Paulding County, Ohio",65331,34050,1759,39,125
"Perry County, Ohio",62899,29675,5369,39,127
"Pickaway County, Ohio",67600,32689,6813,39,129
"Pike County, Ohio",50832,29273,5297,39,131
"Portage County, Ohio",69796,37771,17374,39,133
"Preble County, Ohio",66355,33627,4191,39,135
"Putnam County, Ohio",79453,36877,2232,39,137
"Richland County, Ohio",56557,29570,16356,39,139
"Ross County, Ohio",58048,29718,11548,39,141
"Sandusky County, Ohio",60814,32788,7498,39,143
"Scioto County, Ohio",46360,25279,16750,39,145
"Seneca County, Ohio",62476,31770,6063,39,147
"Shelby County, Ohio",73502,35363,5189,39,149
"Stark County, Ohio",63130,34652,48133,39,151
"Summit County, Ohio",68360,40786,65839,39,153
"Trumbull County, Ohio",53537,30294,33912,39,155
"Tuscarawas County, Ohio",61953,31736,11413,39,157
"Union County, Ohio",104496,48025,3131,39,159
"Van Wert County, Ohio",64841,31831,2378,39,161
"Vinton County, Ohio",50967,27587,2419,39,163
"Warren County, Ohio",103128,49360,12120,39,165
"Washington County, Ohio",59053,33987,8198,39,167
"Wayne County, Ohio",70320,32908,9869,39,169
"Williams County, Ohio",60632,31189,3996,39,171
"Wood County, Ohio",70537,39771,16241,39,173
"Wyandot County, Ohio",68552,33994,1484,39,175
"Adair County, Oklahoma",44955,20710,4339,40,001
"Alfalfa County, Oklahoma",75028,28976,534,40,003
"Atoka County, Oklahoma",49181,25353,2311,40,005
"Beaver County, Oklahoma",62981,29533,351,40,007
"Beckham County, Oklahoma",51499,26231,4110,40,009
"Blaine County, Oklahoma",56843,30442,1013,40,011
"Bryan County, Oklahoma",54289,29516,7399,40,013
"Caddo County, Oklahoma",52443,25559,4723,40,015
"Canadian County, Oklahoma",82364,36884,12250,40,017
"Carter County, Oklahoma",56390,31036,7257,40,019
"Cherokee County, Oklahoma",52410,28178,9468,40,021
"Choctaw County, Oklahoma",43252,25283,3195,40,023
"Cimarron County, Oklahoma",57100,33925,246,40,025
"Cleveland County, Oklahoma",71757,36913,36252,40,027
"Coal County, Oklahoma",47117,26899,1196,40,029
"Comanche County, Oklahoma",57150,29980,18561,40,031
"Cotton County, Oklahoma",60208,31989,1179,40,033
"Craig County, Oklahoma",48018,24199,2538,40,035
"Creek County, Oklahoma",61657,31222,9590,40,037
"Custer County, Oklahoma",58669,30880,4290,40,039
"Delaware County, Oklahoma",53290,34489,7647,40,041
"Dewey County, Oklahoma",61310,31951,628,40,043
"Ellis County, Oklahoma",57768,31331,541,40,045
"Garfield County, Oklahoma",64165,32579,8463,40,047
"Garvin County, Oklahoma",53600,29270,3725,40,049
"Grady County, Oklahoma",74349,34607,5954,40,051
"Grant County, Oklahoma",58980,33685,533,40,053
"Greer County, Oklahoma",55204,22721,750,40,055
"Harmon County, Oklahoma",55729,31814,425,40,057
"Harper County, Oklahoma",59934,26279,443,40,059
"Haskell County, Oklahoma",46239,25234,2467,40,061
"Hughes County, Oklahoma",44799,22887,2484,40,063
"Jackson County, Oklahoma",60954,31421,3491,40,065
"Jefferson County, Oklahoma",48346,30099,1221,40,067
"Johnston County, Oklahoma",48476,24457,2275,40,069
"Kay County, Oklahoma",53746,29800,6998,40,071
"Kingfisher County, Oklahoma",65167,35098,1838,40,073
"Kiowa County, Oklahoma",42679,23548,1915,40,075
"Latimer County, Oklahoma",42735,25189,1522,40,077
"Le Flore County, Oklahoma",46750,23718,9567,40,079
"Lincoln County, Oklahoma",57656,30408,4746,40,081
"Logan County, Oklahoma",80565,39571,6551,40,083
"Love County, Oklahoma",60758,28560,1430,40,085
"McClain County, Oklahoma",80150,39921,2987,40,087
"McCurtain County, Oklahoma",47046,24635,6460,40,089
"McIntosh County, Oklahoma",43467,24967,4154,40,091
"Major County, Oklahoma",67621,33480,873,40,093
"Marshall County, Oklahoma",53734,27997,2874,40,095
"Mayes County, Oklahoma",56552,29607,6599,40,097
"Murray County, Oklahoma",60213,32488,1949,40,099
"Muskogee County, Oklahoma",50289,26684,11317,40,101
"Noble County, Oklahoma",66813,31946,1155,40,103
"Nowata County, Oklahoma",50960,29851,1480,40,105
"Okfuskee County, Oklahoma",45429,23052,2746,40,107
"Oklahoma County, Oklahoma",62505,36987,123243,40,109
"Okmulgee County, Oklahoma",50819,27821,6359,40,111
"Osage County, Oklahoma",58189,29906,5548,40,113
"Ottawa County, Oklahoma",46186,24354,5977,40,115
"Pawnee County, Oklahoma",56279,28327,2319,40,117
"Payne County, Oklahoma",46658,26916,17559,40,119
"Pittsburg County, Oklahoma",53054,28257,7869,40,121
"Pontotoc County, Oklahoma",59457,30774,4897,40,123
"Pottawatomie County, Oklahoma",58270,28106,10955,40,125
"Pushmataha County, Oklahoma",42274,23393,2314,40,127
"Roger Mills County, Oklahoma",57574,43603,461,40,129
"Rogers County, Oklahoma",75312,36885,8980,40,131
"Seminole County, Oklahoma",43239,23137,5160,40,133
"Sequoyah County, Oklahoma",47494,24708,7632,40,135
"Stephens County, Oklahoma",57065,31501,7159,40,137
"Texas County, Oklahoma",55682,23855,4234,40,139
"Tillman County, Oklahoma",46306,23729,1146,40,141
"Tulsa County, Oklahoma",65229,38496,94860,40,143
"Wagoner County, Oklahoma",75082,35675,7504,40,145
"Washington County, Oklahoma",59426,34243,7156,40,147
"Washita County, Oklahoma",60600,31421,1325,40,149
"Woods County, Oklahoma",50724,29914,1435,40,151
"Woodward County, Oklahoma",61207,31995,2889,40,153
"Baker County, Oregon",51657,32672,2225,41,001
"Benton County, Oregon",72882,39940,17101,41,003
"Clackamas County, Oregon",95740,49340,31670,41,005
"Clatsop County, Oregon",68025,37166,4176,41,007
"Columbia County, Oregon",83265,37986,4760,41,009
"Coos County, Oregon",57563,33572,10275,41,011
"Crook County, Oregon",74969,38484,1965,41,013
"Curry County, Oregon",64300,38214,2886,41,015
"Deschutes County, Oregon",82042,46765,18052,41,017
"Douglas County, Oregon",56440,31241,16359,41,019
"Gilliam County, Oregon",58409,34042,251,41,021
"Grant County, Oregon",56045,33409,1164,41,023
"Harney County, Oregon",45462,26910,890,41,025
"Hood River County, Oregon",80254,43333,1558,41,027
"Jackson County, Oregon",67690,36538,29130,41,029
"Jefferson County, Oregon",69345,30917,2984,41,031
"Josephine County, Oregon",56068,32159,13981,41,033
"Klamath County, Oregon",57219,31260,12201,41,035
"Lake County, Oregon",54663,29400,1505,41,037
"Lane County, Oregon",65157,36776,60298,41,039
"Lincoln County, Oregon",57794,35295,7315,41,041
"Linn County, Oregon",69523,32501,15074,41,043
"Malheur County, Oregon",48371,22145,5276,41,045
"Marion County, Oregon",70926,33545,43663,41,047
"Morrow County, Oregon",64975,29975,2020,41,049
"Multnomah County, Oregon",83668,49713,96850,41,051
"Polk County, Oregon",77353,38920,10140,41,053
"Sherman County, Oregon",57171,33206,295,41,055
"Tillamook County, Oregon",63098,35433,3319,41,057
"Umatilla County, Oregon",70322,30263,8868,41,059
"Union County, Oregon",61946,31640,3925,41,061
"Wallowa County, Oregon",62238,37378,676,41,063
"Wasco County, Oregon",61316,35869,3049,41,065
"Washington County, Oregon",100121,49553,48495,41,067
"Wheeler County, Oregon",50774,27847,137,41,069
"Yamhill County, Oregon",80125,38002,11625,41,071
"Adams County, Pennsylvania",78975,37349,7909,42,001
"Allegheny County, Pennsylvania",72537,45939,134587,42,003
"Armstrong County, Pennsylvania",61011,33390,6725,42,005
"Beaver County, Pennsylvania",67194,37649,17201,42,007
"Bedford County, Pennsylvania",58337,31269,5071,42,009
"Berks County, Pennsylvania",74617,37776,49115,42,011
"Blair County, Pennsylvania",59386,33585,15739,42,013
"Bradford County, Pennsylvania",60650,32440,7809,42,015
"Bucks County, Pennsylvania",107826,54930,35830,42,017
"Butler County, Pennsylvania",82932,45389,14930,42,019
"Cambria County, Pennsylvania",54221,31532,18240,42,021
"Cameron County, Pennsylvania",46186,27426,674,42,023
"Carbon County, Pennsylvania",64538,34375,7551,42,025
"Centre County, Pennsylvania",70087,37262,23717,42,027
"Chester County, Pennsylvania",118574,60599,31170,42,029
"Clarion County, Pennsylvania",58690,30444,4942,42,031
"Clearfield County, Pennsylvania",56982,29950,10274,42,033
"Clinton County, Pennsylvania",59011,30723,4771,42,035
"Columbia County, Pennsylvania",59457,31238,9313,42,037
"Crawford County, Pennsylvania",58734,30989,10204,42,039
"Cumberland County, Pennsylvania",82849,43535,19199,42,041
"Dauphin County, Pennsylvania",71046,39709,34256,42,043
"Delaware County, Pennsylvania",86390,46926,53557,42,045
"Elk County, Pennsylvania",61672,34222,2733,42,047
"Erie County, Pennsylvania",59396,32858,39662,42,049
"Fayette County, Pennsylvania",55579,31498,20090,42,051
"Forest County, Pennsylvania",46188,18857,881,42,053
"Franklin County, Pennsylvania",71808,37520,13857,42,055
"Fulton County, Pennsylvania",63153,33601,1550,42,057
"Greene County, Pennsylvania",66283,32272,4208,42,059
"Huntingdon County, Pennsylvania",61300,30392,4419,42,061
"Indiana County, Pennsylvania",57170,30494,10100,42,063
"Jefferson County, Pennsylvania",56607,30280,6133,42,065
"Juniata County, Pennsylvania",61915,31251,2082,42,067
"Lackawanna County, Pennsylvania",63739,35296,27010,42,069
"Lancaster County, Pennsylvania",81458,39872,44195,42,071
"Lawrence County, Pennsylvania",57585,32319,10322,42,073
"Lebanon County, Pennsylvania",72532,35604,15214,42,075
"Lehigh County, Pennsylvania",74973,39856,43587,42,077
"Luzerne County, Pennsylvania",60836,33535,46812,42,079
"Lycoming County, Pennsylvania",63437,32968,13417,42,081
"McKean County, Pennsylvania",57861,30278,5343,42,083
"Mercer County, Pennsylvania",57353,32081,14013,42,085
"Mifflin County, Pennsylvania",58012,28979,7571,42,087
"Monroe County, Pennsylvania",80656,36277,18713,42,089
"Montgomery County, Pennsylvania",107441,57945,52365,42,091
"Montour County, Pennsylvania",72626,43700,1510,42,093
"Northampton County, Pennsylvania",82201,42643,27768,42,095
"Northumberland County, Pennsylvania",55952,31240,10872,42,097
"Perry County, Pennsylvania",76103,37018,3712,42,099
"Philadelphia County, Pennsylvania",57537,35553,351811,42,101
"Pike County, Pennsylvania",76416,41139,5854,42,103
"Potter County, Pennsylvania",56491,29629,1975,42,105
"Schuylkill County, Pennsylvania",63574,32316,16822,42,107
"Snyder County, Pennsylvania",65914,31776,3101,42,109
"Somerset County, Pennsylvania",57357,31627,7513,42,111
"Sullivan County, Pennsylvania",62910,35618,689,42,113
"Susquehanna County, Pennsylvania",63968,37532,4254,42,115
"Tioga County, Pennsylvania",59707,31131,4926,42,117
"Union County, Pennsylvania",64914,33566,3731,42,119
"Venango County, Pennsylvania",59278,31667,6619,42,121
"Warren County, Pennsylvania",57925,32319,4389,42,123
"Washington County, Pennsylvania",74403,42859,19392,42,125
